,CodigoNFe,DataEmissao,MunicipioEmitente,unidadecomercial,quantidadecomercial,valorunitariocomercial,DescricaoProduto,CLEAN
228600,803237,2018-02-28,N/I,FR,300.0,0.79,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228603,803238,2018-02-28,N/I,FR,1000.0,0.79,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228604,803239,2018-02-28,N/I,AMP,1000.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228607,803244,2018-02-28,N/I,AMP,3000.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228614,803246,2018-02-28,N/I,FR,10.0,0.79,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228618,803249,2018-02-28,N/I,AMP,4000.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228620,803250,2018-02-28,N/I,AMP,4000.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228625,804126,2018-02-22,Nilopolis,AMP,10693.0,0.67,Dipirona 500mg/2ml Dipifarma Farmace,7898166041004
228626,804126,2018-02-22,Nilopolis,AMP,54307.0,0.67,Dipirona 500mg/2ml Dipifarma Farmace,7898166041004
228637,807994,2018-02-26,N/I,UN,1000.0,0.83,DIPIRONA SODICA 500MG/ML SOL INJ 2ML AMP/FARMACE,7898166041004
228639,807994,2018-02-26,N/I,UN,300.0,2.68,"BUTILBROMETO ESCOP + DIPIRONA SODICA 20MG+2,5G 5ML/FARMACE",7898166040670
228651,809061,2018-02-19,RIO DE JANEIRO,FR,2200.0,1.33,DIPIRONA 500 MG/ML GOTAS. FRASCO COM 10ML ( DIPIRONA 500 MG/ML GOTAS. FRASCO COM 10ML ),7898166040854
228652,809061,2018-02-19,RIO DE JANEIRO,FR,12711.0,1.33,DIPIRONA 500MG/ML GOTAS. FRASCO COM 10ML (DIPIRONA 500MG/ML GOTAS. FRASCO COM 10ML),7898166040854
228698,817803,2018-02-08,SANTO ANTONIO DE PADUA,CX,3.0,72.0,SANTIDOR 50% INJ CX 100 X 2ML,7898404220147
228701,817834,2018-02-21,SANTO ANTONIO DE PADUA,CX,10.0,72.0,SANTIDOR 50% INJ CX 100 X 2ML,7898404220147
228702,817837,2018-02-22,SANTO ANTONIO DE PADUA,CX,2.0,72.0,SANTIDOR 50% INJ CX 100 X 2ML,7898404220147
228708,817875,2018-02-28,SANTO ANTONIO DE PADUA,CX,10.0,72.0,DIPIFARMA 1G/2ML INJ CX 100 AM,7898166041004
228727,1696843,2018-02-21,N/I,CX,17.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA FARMACE,-1
228728,1696843,2018-02-21,N/I,CX,3.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA FARMACE,-1
228741,1698534,2018-02-28,N/I,FR,100.0,1.39,DIPIRONA MONOIDRATADA 500MG ML 10ML CX C 100 FR (G) Lt: DS18L584 Val.: 30 11 2020,N/I
228750,1698738,2018-02-05,N/I,CX,1.0,236.6,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7898166040670
228785,1698755,2018-02-07,N/I,FR,20.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228799,1698761,2018-02-07,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228865,1698812,2018-02-19,N/I,FR,35.0,27.21,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
228871,1698815,2018-02-19,N/I,FR,5.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228889,1698831,2018-02-20,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228894,1698833,2018-02-20,N/I,FR,10.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
228903,1698840,2018-02-21,N/I,FR,3.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228916,1698852,2018-02-26,N/I,CX,5.0,62.4,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228917,1698854,2018-02-26,N/I,CX,12.0,62.4,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228923,1698856,2018-02-27,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228928,1698861,2018-02-27,N/I,FR,15.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228933,1698861,2018-02-27,N/I,CX,15.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228946,1698863,2018-02-27,N/I,CX,10.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228949,1698867,2018-02-27,N/I,FR,10.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
228950,1698867,2018-02-27,N/I,CX,3.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228952,1698875,2018-02-28,N/I,CX,3.0,60.5,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228957,1698879,2018-02-28,N/I,CX,12.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228963,1698882,2018-02-28,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228965,1698882,2018-02-28,N/I,AMP,1500.0,0.768,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228974,1698886,2018-02-28,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228978,1698886,2018-02-28,N/I,CX,15.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228981,1698889,2018-02-28,N/I,FR,10.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
228984,1698889,2018-02-28,N/I,FR,40.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228989,1698889,2018-02-28,N/I,CX,20.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
228996,1699113,2018-02-22,N/I,FR,20.0,1.49,DIPIRONA SODICA 500MG ML 10ML CX 100 FARMACE Lt: DS18L584 Val.: 30 11 2020,-1
229003,1700118,2018-02-07,Sao Joao de Meriti,CP,2000.0,0.08,DIPIRONA SODICA 500MG CP,742832304856
229004,1700129,2018-02-13,Sao Joao de Meriti,CP,500.0,0.08,DIPIRONA SODICA 500MG CP,742832304856
229005,1700129,2018-02-13,Sao Joao de Meriti,AP,5000.0,0.36,DIPIFARMA 500MG/ML 2ML AP,7898166041004
229007,1700150,2018-02-22,Sao Joao de Meriti,AMP,30000.0,0.63,DIPIRONA SODICA 500 MG/ ML - SOL. INJ 2ML,7898166041004
229009,1700176,2018-02-27,Sao Joao de Meriti,CP,12000.0,0.36,ESCOPEN COMPOSTO 10MG/250MG CP,7898216361618
229010,1700400,2018-02-12,N/I,UN,4000.0,1.0,DIPIRONA SODICA 500MGML SOLUCAO ORAL 10ML - Lote: DS18M619 Validade: 04/12/2020,7898166040854
229034,1700664,2018-02-20,N/I,AP,600.0,2.128,HIOSCINA COMPOSTA (HIOSPAN COMPOSTO) 5ML (ESCOPOLAM.+DIPIR.)TEUTO,7896112128427
229052,1701262,2018-02-04,N/I,UNID,25000.0,0.18,DIPIRONA SODICA 500 MG - COMPRIMIDO ( LOTE: 051218 VAL:28.11.20(25000),N/I
229053,1701265,2018-02-04,N/I,UNID,75000.0,0.18,DIPIRONA SODICA 500 MG - COMPRIMIDO ( LOTE: 029418 VAL: 12.08.20),N/I
229054,1701266,2018-02-04,N/I,UNID,75000.0,0.18,DIPIRONA SODICA 500 MG - COMPRIMIDO ( LOTE : 029418 VAL: 12.08.20),N/I
229055,1701267,2018-02-04,N/I,UNID,75000.0,0.18,DIPIRONA SODICA 500 MG - COMPRIMIDO ( LOTE 029418 VAL: 12.08.20),N/I
229059,1703940,2018-02-25,N/I,FR,20000.0,0.64,DIPIRONA SODICA 500MG/ML INJETAVEL - AMPOLA 2ML - TEUTO,-1
229074,1719939,2018-02-22,Nova Friburgo,FRS,500.0,0.87,DIPIRONA SODICA-500MG/ML GTS 10ML S/C GEN CX 100 FRAS,-1
229089,1725464,2018-03-14,N/I,FR,20.0,0.73,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
229098,1725500,2018-03-22,N/I,AMP,1000.0,0.45,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
229104,1725524,2018-03-26,N/I,FR,2000.0,0.77,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
229110,1725525,2018-03-27,N/I,FR,10.0,0.73,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
229131,1731772,2018-03-12,RIO DE JANEIRO,FR,150.0,2.89,DIPIRONA SODICA 500MG/ML - SOLUCAO ORAL GOTAS - FRASCO 20ML,-1
229133,1731781,2018-03-28,RIO DE JANEIRO,FR,35.0,21.6,"BICARBONATO DE SODIO  8,4%, SOLUCAO INJETAVEL, EM SISTEMA FECHADO ( 250ML,00ML )",7898122913260
229138,1736426,2018-03-26,N/I,FR,10000.0,1.76,DIPIRONA 500MG/ML GTS 20ML -L:DS19032,7898166040885
229172,1758634,2018-03-14,N/I,AMP,5000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,-1
229173,1758634,2018-03-14,N/I,AMP,1000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,-1
229266,1759326,2018-03-12,N/I,FR,80.0,1.16,DIPIRONA SODICA 500MG/ML 10ML FARMACE,-1
229278,1759362,2018-03-21,N/I,AMP,200.0,1.0201,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
229284,1759369,2018-03-22,N/I,FR,800.0,2.5299,DIPIRONA 500MG/ML 20ML SOLUCAO ORAL FARMACE,7898166040885
229291,1759372,2018-03-25,N/I,FR,576.0,2.5299,DIPIRONA SODICA 500MG/ML 20ML SOLUCAO ORAL FARMACE,7898166040885
229349,1762275,2018-03-19,RIO DE JANEIRO,AMP,3960.0,0.46,DIPIRONA SODICA 500MG/ML SOL INJ AMP VD AMB X 2ML,7898166041004
229350,1762277,2018-03-19,RIO DE JANEIRO,AMP,3000.0,0.46,DIPIRONA SODICA 500MG/ML SOL INJ AMP VD AMB X 2ML,7898166041004
229425,1764136,2018-03-20,N/I,CX,3.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA FARMACE,7898166041004
229426,1764136,2018-03-20,N/I,CX,3.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA FARMACE,7898166041004
229439,1766111,2018-03-13,N/I,FR,35.0,20.93,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229448,1766120,2018-03-15,N/I,CX,7.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229450,1766121,2018-03-15,N/I,FR,35.0,20.93,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229455,1766126,2018-03-18,N/I,FR,20.0,24.15,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229457,1766129,2018-03-18,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229461,1766134,2018-03-19,N/I,FR,5.0,24.15,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229468,1766137,2018-03-19,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229473,1766138,2018-03-19,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229479,1766142,2018-03-20,N/I,FR,6.0,1.1,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
229486,1766145,2018-03-20,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229496,1766149,2018-03-20,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229499,1766149,2018-03-20,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229503,1766153,2018-03-20,N/I,CX,4.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229505,1766156,2018-03-21,N/I,FR,20.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
229508,1766158,2018-03-21,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229511,1766158,2018-03-21,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229512,1766159,2018-03-21,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229515,1766159,2018-03-21,N/I,CX,7.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229518,1766163,2018-03-21,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229527,1766172,2018-03-21,N/I,CX,8.0,210.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7896112411314
229532,1766187,2018-03-26,N/I,FR,5.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
229533,1766187,2018-03-26,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229540,1766189,2018-03-26,N/I,CX,7.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229546,1766191,2018-03-26,N/I,CX,5.0,149.5,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7896112411314
229550,1766193,2018-03-26,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
229551,1766193,2018-03-26,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229555,1766194,2018-03-26,N/I,CX,1.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229556,1766194,2018-03-26,N/I,CX,4.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229558,1766196,2018-03-26,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229559,1766196,2018-03-26,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229562,1766199,2018-03-26,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229569,1766200,2018-03-27,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229577,1766202,2018-03-27,N/I,CX,6.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229581,1766204,2018-03-27,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229585,1766208,2018-03-27,N/I,FR,10.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
229587,1766208,2018-03-27,N/I,CX,10.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
229598,1766441,2018-03-22,N/I,FR,10.0,1.49,DIPIRONA 500MG ML 10ML GENERICO FARMACE Lt: DS18L584 Val.: 30 11 2020,-1
229602,1766455,2018-03-29,N/I,FR,20.0,1.27,DIPIRONA 500MG ML 10ML GENERICO FARMACE Lt: DS18L604 Val.: 01 11 2020,-1
229604,1766760,2018-03-14,N/I,fr,102.0,0.79,DIPIRONA SODICA 500MG/ML 10ML FARMACE*,N/I
229605,1766760,2018-03-14,N/I,cmp,6250.0,0.45,ESCOPOLAMINA BUTIL +DIPIRONA 20ML PHARLAB,N/I
229608,1767426,2018-03-15,Sao Joao de Meriti,AP,500.0,1.08,HYPOCINA COMPOSTA 5ML,7898122910894
229609,1767427,2018-03-18,Sao Joao de Meriti,AMP,500.0,0.63,DIPIRONA SODICA 500 MG/ ML - SOL. INJ 2ML,7898166041004
229610,1767428,2018-03-18,Sao Joao de Meriti,AMP,500.0,0.63,DIPIRONA SODICA 500 MG/ ML - SOL. INJ 2ML,7898166041004
229611,1767437,2018-03-20,Sao Joao de Meriti,CP,30000.0,0.07,DIPIRONA SODICA 500MG CP,742832304856
229612,1767452,2018-03-27,Sao Joao de Meriti,CP,52000.0,0.09,DIPIRONA SODICA COMPRIMIDO 500MG,742832304856
229613,1767455,2018-03-27,Sao Joao de Meriti,AP,2000.0,1.08,HYPOCINA COMPOSTA 5ML,7898122910894
229614,1767455,2018-03-27,Sao Joao de Meriti,CP,12000.0,0.35,ESCOPEN COMPOSTO 10MG/250MG CP,7898216361618
229615,1767711,2018-03-08,N/I,UN,9000.0,1.0,DIPIRONA SODICA 500MGML SOLUCAO ORAL 10ML - Lote: DS18M619 Validade: 04/12/2020,7898166040854
229616,1767712,2018-03-08,N/I,UN,9000.0,1.0,DIPIRONA SODICA 500MGML SOLUCAO ORAL 10ML - Lote: DS18M619 Validade: 04/12/2020,7898166040854
229617,1767714,2018-03-08,N/I,UN,9000.0,1.0,DIPIRONA SODICA 500MGML SOLUCAO ORAL 10ML - Lote: DS18M619 Validade: 04/12/2020,7898166040854
229619,1767724,2018-03-14,N/I,UN,9000.0,1.0,DIPIRONA SODICA 500MGML SOLUCAO ORAL 10ML - Lote: DS18M619 Validade: 04/12/2020,7898166040854
229620,1767726,2018-03-19,N/I,UN,800.0,1.0,DIPIRONA SODICA 500MGML SOLUCAO ORAL 10ML - Lote: DS18M619 Validade: 04/12/2020,7898166040854
229622,1767970,2018-03-14,N/I,AP,54.0,0.43,DIPIRONA SODICA 500MG/ML INJ 2ML CX C/100,7898166041004
229624,1767973,2018-03-19,N/I,AP,3800.0,0.61,DIPIRONA SODICA 500MG/ML INJ 2ML CX C/100,7898166041004
229630,1767973,2018-03-19,N/I,AP,800.0,2.13,HIOSCINA COMPOSTA (HIOSPAN COMPOSTO) 5ML (ESCOPOLAM.+DIPIR.)TEUTO,7896112128427
229635,1767973,2018-03-19,N/I,FR,84.0,2.15,DIPIRONA SODICA 500MG/ML 20ML GENERICO FARMACE,7898166040878
229643,1768007,2018-03-26,N/I,AMP,24600.0,0.51,DIPIRONA 500MG ML 2ML SANTISA Reg.MS:1018600120021 CX C\ 100 AMP SANTIDOR,-1
229657,1768832,2018-03-08,N/I,FR,10.0,1.41,DIPIRONA SODICA 500MG/ML SOLUCAO ORAL (GOTAS)20ML,-1
229659,1768849,2018-03-25,N/I,FR,80.0,6.26,DIPIRONA SODICA 500MG GTS,-1
229660,1768851,2018-03-25,N/I,FR,120.0,6.26,DIPIRONA SODICA 500MG GTS FR,-1
229669,1787039,2018-03-12,Nova Friburgo,AMP,3000.0,0.41,DIPIFARMA-500/ML CX 100 AMP 2ML IM/IV,7898166041004
229793,1792573,2018-04-12,N/I,AMP,500.0,0.45,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
229810,1792620,2018-04-18,N/I,AMP,600.0,0.45,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
229827,1796953,2018-04-10,N/I,UN,2000.0,1.51,DIPIRONA SODICA 500MG/ML GTS 10ML/FARMACE,7898166040847
229830,1796954,2018-04-10,N/I,UN,300.0,1.64,BUTILBROMETO ESCOP 4MG/ML + DIP SODICA 500MG/ML/FARMACE,7898470680388
229832,1796982,2018-04-15,N/I,UN,2000.0,1.51,DIPIRONA SODICA 500MG/ML GTS 10ML/FARMACE,7898166040847
229833,1797004,2018-04-17,N/I,UN,2000.0,1.51,DIPIRONA SODICA 500MG/ML GTS 10ML/FARMACE,7898166040847
229848,1799537,2018-04-08,RIO DE JANEIRO,FR,10.0,21.6,"BICARBONATO DE SODIO 8,4 % SOLUCAO INJETAVEL,  EM SISTEMA FECHADO (250, 00 ML)",7898122913260
229849,1799537,2018-04-08,RIO DE JANEIRO,FR,150.0,2.89,DIPIRONA SODICA 500MG/ML - SOLUCAO ORAL GOTAS - FRASCO 20ML,7898166040885
229859,1811977,2018-04-11,N/I,AMP,100.0,0.65,DIPIRONA 500MG 2ML IM/IV - CX 100,N/I
229865,1814217,2018-04-09,N/I,UN,400.0,0.69,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS19B060 Validade: 28/02/2021,7898166040854
229868,1814219,2018-04-11,N/I,UN,400.0,0.69,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS19B060 Validade: 28/02/2021,7898166040854
229872,1815411,2018-04-13,SANTO ANTONIO DE PADUA,CX,2.0,78.0,DIPIFARMA 1G/2ML INJ CX 100 AMP X 2ML IV/IM,7898166041004
229873,1815418,2018-04-15,SANTO ANTONIO DE PADUA,CX,2.0,78.0,DIPIFARMA 1G/2ML INJ CX 100 AMP X 2ML IV/IM,7898166041004
229888,1829068,2018-04-03,N/I,AMP,8000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,-1
229890,1829068,2018-04-03,N/I,AMP,600.0,2.8,BUTILESCOPOLAMINA + DIPIRONA 5ML FARMACE,7898166040670
229898,1829072,2018-04-17,N/I,FR,70.0,24.0,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
229899,1829072,2018-04-17,N/I,AMP,12000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,7898166041004
229975,1829614,2018-04-02,N/I,FR,600.0,1.81,DIPIRONA SODICA 500MG/ML 20ML SOBRAL,7898166040885
230001,1829653,2018-04-29,N/I,FR,2370.0,1.16,DIPIRONA SODICA 500MG 10ML FARMACE,7898166040854
230036,1830938,2018-04-25,NILOPOLIS,AMP,1200.0,0.81,Dipirona 500 mg/ml sol inj cx 100 amp vd amb x 2ml Santidor Santisa,7898404220147
230037,1830938,2018-04-25,NILOPOLIS,AMP,3800.0,0.81,Dipirona 500 mg/ml sol inj cx 100 amp vd amb x 2ml Santidor Santisa,7898404220147
230046,1831747,2018-04-11,N/I,CP,1000.0,0.13,DIPIRONA SODICA 500MG,-1
230050,1831750,2018-04-11,N/I,CP,1980.0,0.13,DIPIRONA SODICA 500MG,-1
230059,1833825,2018-04-17,RIO DE JANEIRO,AMP,840.0,0.56,DIPIRONA 500MG/ML 2ML INJ,-1
230060,1833825,2018-04-17,RIO DE JANEIRO,AMP,160.0,0.56,DIPIRONA 500MG/ML 2ML INJ,-1
230136,1836501,2018-04-17,N/I,CX,3.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA MONOIDRA FARMACE,7898166041004
230137,1836501,2018-04-17,N/I,CX,6.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA MONOIDRA FARMACE,7898166041004
230145,1836533,2018-04-26,N/I,CX,5.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA MONOIDRA FARMACE,7898166041004
230146,1836534,2018-04-26,N/I,CX,2.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA MONOIDRA FARMACE,7898166041004
230147,1836534,2018-04-26,N/I,CX,3.0,41.4,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA MONOIDRA FARMACE,7898166041004
230155,1838243,2018-04-17,N/I,FR,20.0,1.35,DIPIRONA MONOIDRATADA 500MG ML 10ML CX C 100 FR (G) Lt: DS18I491 Val.: 17 09 2020,N/I
230181,1838329,2018-04-17,N/I,CX,77.0,46.0,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML) CX/ 100 AMP 2ML,-1
230182,1838330,2018-04-18,N/I,CX,50.0,46.0,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML) CX/ 100 AMP 2ML,-1
230184,1838344,2018-04-26,N/I,CX,27.0,46.0,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML) CX/ 100 AMP 2ML,-1
230200,1838525,2018-04-02,N/I,FR,50.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
230201,1838525,2018-04-02,N/I,CX,15.0,77.0,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230203,1838525,2018-04-02,N/I,CX,8.0,184.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7896112411314
230211,1838526,2018-04-02,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230213,1838528,2018-04-02,N/I,FR,9.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
230217,1838528,2018-04-02,N/I,CX,10.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230219,1838529,2018-04-02,N/I,FR,9.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
230221,1838529,2018-04-02,N/I,CX,10.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230227,1838531,2018-04-02,N/I,CX,6.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230237,1838534,2018-04-02,N/I,CX,10.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230241,1838536,2018-04-02,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230242,1838536,2018-04-02,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230244,1838537,2018-04-02,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230245,1838537,2018-04-02,N/I,CX,5.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230250,1838542,2018-04-03,N/I,FR,5.0,1.04,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
230253,1838542,2018-04-03,N/I,CX,8.0,76.8,DIPIRONA SODICA 500MG 2ML (DIPIFARMA) FARMACE,7898166041004
230255,1838543,2018-04-03,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
